rpg_box01,-0.060441673030874846,-10.059658954641355,0,1,0,0,0,0.29351667283856464,0.29351667283856464,0.29351667283856464
rpg_box01,-0.060663829698998376,-6.717060167175062,0,1,0,0,0,0.2436530124213099,0.2436530124213099,0.2436530124213099
rpg_box01,-0.10774909042234303,-4.0529623188991595,0,1,0,0,0,0.22560942672203532,0.22560942672203532,0.22560942672203532
rpg_box01,-0.010525497250402693,-1.6883336522841716,0,1,0,0,0,0.2748033093805761,0.2748033093805761,0.2748033093805761
rpg_box01,-0.03729228097451234,3.3513840570947466,0,1,0,0,0,0.29942200905964145,0.29942200905964145,0.29942200905964145
rpg_box01,-0.012547956867667714,5.532870344129193,0,1,0,0,0,0.28930529121394494,0.28930529121394494,0.28930529121394494
rpg_box01,0.0750111362044,8.377988716251028,0,1,0,0,0,0.2120665775533473,0.2120665775533473,0.2120665775533473
rpg_box01,1.3750026644853104,-8.161289823441118,0,1,0,0,0,0.2780780044912421,0.2780780044912421,0.2780780044912421
rpg_box01,1.3496941504613051,-6.405880036739204,0,1,0,0,0,0.26294215675547383,0.26294215675547383,0.26294215675547383
rpg_box01,1.337075993484827,-3.8886553272255786,0,1,0,0,0,0.2054446261706736,0.2054446261706736,0.2054446261706736
rpg_box01,1.4434796496002449,-0.38809444651818137,0,1,0,0,0,0.26771853540317836,0.26771853540317836,0.26771853540317836
rpg_box01,1.3358684440548743,2.3282170760163665,0,1,0,0,0,0.25514048194663785,0.25514048194663785,0.25514048194663785
rpg_box01,1.445798983336726,4.0772483787465195,0,1,0,0,0,0.2862159994072279,0.2862159994072279,0.2862159994072279
rpg_box01,1.3687988669678737,7.745892307236726,0,1,0,0,0,0.25397258049150434,0.25397258049150434,0.25397258049150434
rpg_box01,1.512426348194283,9.823243331804559,0,1,0,0,0,0.23159219571221953,0.23159219571221953,0.23159219571221953
rpg_box01,2.7601033517873055,-10.369998474653567,0,1,0,0,0,0.28514676668433997,0.28514676668433997,0.28514676668433997
rpg_box01,2.9940805533860213,-7.344024583502483,0,1,0,0,0,0.2896358206045202,0.2896358206045202,0.2896358206045202
rpg_box01,2.7735996428938323,-4.568155341157917,0,1,0,0,0,0.21429481780998355,0.21429481780998355,0.21429481780998355
rpg_box01,2.8049653981063414,-2.210252316617307,0,1,0,0,0,0.2031617115975337,0.2031617115975337,0.2031617115975337
rpg_box01,2.7851931399984236,0.6256159548914159,0,1,0,0,0,0.2175669240395373,0.2175669240395373,0.2175669240395373
rpg_box01,2.742357315381326,3.5352139337800286,0,1,0,0,0,0.2714980502079837,0.2714980502079837,0.2714980502079837
